时间,比赛名称,下注选项,当前价格,池子大小,模拟投入($),预计利润($),链接
2025-12-21, 9:37:26 p.m.,"Bitcoin above ___ on December 22?","Yes",0.93,120558.650778,100,7.00,https://polymarket.com/event/bitcoin-above-on-december-22
2025-12-21, 9:38:22 p.m.,"Bitcoin above ___ on December 22?","No",0.81,84245.903502,100,19.00,https://polymarket.com/event/bitcoin-above-on-december-22
2025-12-21, 9:38:46 p.m.,"Bitcoin above ___ on December 22?","Yes",0.93,120558.650778,100,7.00,https://polymarket.com/event/bitcoin-above-on-december-22
